program_code,program_name,qualification,university_code
0980123,"ქართულ ენაში მომზადების საგანმანათლებლო პროგრამა სომხურენოვანთათვის იმ აბიტურიენტებისათვის, რომლებიც ქართულ ენაში მომზადების საგანმანათლებლო პროგრამის გავლით აპირებენ სწავლას სახელოვნებო-შემოქმედებით საგანმანათლებლო პროგრამაზე სავალდებულოა შემოქმედებითი ტურის გავლა. არქიტექტურა, ინტერიერის დიზაინი - შემოქმედებითი ტური ( გამოცდა ხაზვაში) მოდის დიზაინი, ტექსტილის დიზაინი, ავეჯის პროექტირება და ხის მხატვრული დამუშავება, სამრეწველო დიზაინი, მხატვრული კერამიკა, საიუველირო და ლითონის დამუშავების ხელოვნება, მხატვრული მინა, ფერწერა, ქანდაკება, ვიზუალური ხელოვნება, გრაფიკა/გრაფიკის ხელოვნება, მედიახელოვნება/ციფრული მედია, გრაფიკული დიზაინი, ფოტოხელოვნება- შემოქმედებითი ტური (1. ხატვა/ცოცხალი მოდელი; 2. ფერწერა/ კომპოზიცია თავისუფალ თემაზე) აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2029 ქართული ენა ფინანსდება 60 2250 19 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ზოგადი უნარები (სომხ) 12 30%-ზე მეტი 1 537 098 სსიპ - თბილისის აპოლონ ქუთათელაძის სახელობის სახელმწიფო სამხატვრო აკადემია 08.08.2025 10:07 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი მისამართი: ბათუმი, 6010, რუსთაველის/ნინოშვილის ქ. 32/35 ტელეფონი: +995(422) 27 17 87 ვებგვერდი: www.bsu.edu.ge ელ.ფოსტა: info@bsu.edu.ge 538 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07",,098
1140101,აგრარული ტექნოლოგიები კვალიფიკაცია: აგრარულ მეცნიერებათა ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2025 ქართული ენა ფინანსდება 240 2250 50 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 25%-ზე მეტი 3 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 3 25%-ზე მეტი 2 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 6 20%-ზე მეტი 1 5 ისტორია 6 25%-ზე მეტი 1 35 ქიმია 6 25%-ზე მეტი 1 5 ბიოლოგია 6 25%-ზე მეტი 1 5 540 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
1140102,არქეოლოგია კვალიფიკაცია: ჰუმანიტარული მეცნიერებების ბაკალავრი არქეოლოგიაში აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 17-03-2030 ქართული ენა ფინანსდება 240 2250 10 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 25%-ზე მეტი 2 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 3 25%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 6 20%-ზე მეტი 1 1 ისტორია 6 30%-ზე მეტი 1 8 ლიტერატურა 6 25%-ზე მეტი 1 1 541 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
1140103,"არქიტექტურა კვალიფიკაცია: არქიტექტურის ბაკალავრი არქიტექტურის საგანმანათლებლო პროგრამაზე დაიშვებიან ის აბიტურიენტები, რომლებსაც ერთიან ეროვნულ გამოცდებამდე გავლილი აქვთ ბსუ-ს შემოქმედებითი ტური ხაზვაში აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2026 ქართული ენა ფინანსდება 240 2250 60 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 25%-ზე მეტი 3 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 3 25%-ზე მეტი 2 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 6 20%-ზე მეტი 1 54 ფიზიკა 6 25%-ზე მეტი 1 6 542 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07",,114
1140104,ბიზნესის ადმინისტრირება (180 კრედიტი) კვალიფიკაცია: ბიზნესის ადმინისტრირების ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 04-02-2032 ქართული ენა ფინანსდება 180 2250 270 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 30%-ზე მეტი 2 უცხოური ენა (ინგ.; რუს.; გერ.; ფრან.) 3 25%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 6 20%-ზე მეტი 1 120 ისტორია 6 35%-ზე მეტი 1 150 543 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
1140105,ბიოლოგია კვალიფიკაცია: ბიოლოგიის ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2027 ქართული ენა ფინანსდება 240 2250 30 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 4 25%-ზე მეტი 2 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 4 25%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 4 20%-ზე მეტი 1 3 ქიმია 4 25%-ზე მეტი 1 3 ბიოლოგია 4 25%-ზე მეტი 1 24 544 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
1140106,გეოგრაფია კვალიფიკაცია: გეოგრაფიის ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 01-07-2027 ქართული ენა ფინანსდება 240 2250 25 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 4 25%-ზე მეტი 2 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 2 25%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 6 20%-ზე მეტი 1 3 ისტორია 6 25%-ზე მეტი 1 10 გეოგრაფია 6 25%-ზე მეტი 1 12 545 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
1140107,გერმანული ფილოლოგია კვალიფიკაცია: ჰუმანიტარული მეცნიერებების ბაკალავრი გერმანულ ფილოლოგიაში აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 13-02-2030 ქართული ენა ფინანსდება 240 2250 10 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 25%-ზე მეტი 2 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 6 25%-ზე მეტი 1 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან ისტორია 3 25%-ზე მეტი 3 5 ლიტერატურა 3 25%-ზე მეტი 3 5 546 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
1140108,ევროპისმცოდნეობა კვალიფიკაცია: ევროპისმცოდნეობის ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2028 ქართული ენა ფინანსდება 240 2250 20 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 25%-ზე მეტი 3 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 3 25%-ზე მეტი 2 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 6 20%-ზე მეტი 1 2 ისტორია 6 25%-ზე მეტი 1 18 547 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
1140109,ეკოლოგია კვალიფიკაცია: ეკოლოგიის ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 27-06-2032 ქართული ენა ფინანსდება 240 2250 30 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 4 25%-ზე მეტი 2 უცხოური ენა (ინგ.; რუს.; გერ.; ფრა.) 2 25%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 6 20%-ზე მეტი 1 3 ისტორია 6 25%-ზე მეტი 1 15 გეოგრაფია 6 25%-ზე მეტი 1 3 ფიზიკა 6 25%-ზე მეტი 1 3 ქიმია 6 25%-ზე მეტი 1 3 ბიოლოგია 6 25%-ზე მეტი 1 3 548 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
1140110,ეკონომიკა კვალიფიკაცია: ეკონომიკის ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2028 ქართული ენა ფინანსდება 240 2250 45 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 30%-ზე მეტი 2 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 3 25%-ზე მეტი 3 მათემატიკა 6 30%-ზე მეტი 1 549 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
1140111,"ელექტრონიკა, ტელეკომუნიკაცია და ინტერნეტინჟინერია კვალიფიკაცია: ტელეკომუნიკაციის ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2026 ქართული ენა ფინანსდება 240 2250 20 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 25%-ზე მეტი 3 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 3 20%-ზე მეტი 2 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 6 20%-ზე მეტი 1 18 ფიზიკა 6 25%-ზე მეტი 1 2 550 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07",,114
1140112,ზოგადი განათლების დაწყებითი საფეხურის მასწავლებლის მომზადების ინტეგრირებული სა პროგრამა კვალიფიკაცია: განათლების მაგისტრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 05-08-2032 ქართული ენა ფინანსდება 300 2250 80 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 5 35%-ზე მეტი 1 უცხოური ენა (ინგ.; რუს.; გერ.; ფრა.) 3 25%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 4 20%-ზე მეტი 2 40 ისტორია 4 30%-ზე მეტი 2 40 551 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,ბაკალავრო-სამაგისტრო საგანმანათლებლო,114
1140113,თურქოლოგია კვალიფიკაცია: ჰუმანიტარული მეცნიერებების ბაკალავრი თურქოლოგიაში აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 13-02-2030 ქართული ენა ფინანსდება 240 2250 15 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 30%-ზე მეტი 2 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 6 20%-ზე მეტი 1 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან ისტორია 3 25%-ზე მეტი 3 13 ლიტერატურა 3 25%-ზე მეტი 3 2 552 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
1140114,ინგლისური ფილოლოგია კვალიფიკაცია: ჰუმანიტარული მეცნიერებების ბაკალავრი ინგლისურ ფილოლოგიაში აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 13-02-2030 ქართული ენა ფინანსდება 240 2250 120 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 30%-ზე მეტი 2 უცხოური ენა (ინგ.) 6 40%-ზე მეტი 1 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან ისტორია 3 30%-ზე მეტი 3 100 ლიტერატურა 3 25%-ზე მეტი 3 20 553 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
1140115,ისტორია კვალიფიკაცია: ჰუმანიტარული მეცნიერებების ბაკალავრი ისტორიაში აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 17-03-2030 ქართული ენა ფინანსდება 240 2250 45 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 30%-ზე მეტი 2 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 3 25%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან ისტორია 6 40%-ზე მეტი 1 40 ლიტერატურა 6 25%-ზე მეტი 1 5 554 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
1140116,კომპიუტერული მეცნიერება კვალიფიკაცია: კომპიუტერული მეცნიერების ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2032 ქართული ენა ფინანსდება 240 2250 60 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 25%-ზე მეტი 2 უცხოური ენა (ინგ.) 3 30%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 6 25%-ზე მეტი 1 45 ფიზიკა 6 25%-ზე მეტი 1 15 555 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
1140117,მათემატიკა კვალიფიკაცია: მათემატიკის ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 01-07-2027 ქართული ენა ფინანსდება 240 2250 25 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 25%-ზე მეტი 2 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 3 20%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 6 25%-ზე მეტი 1 20 ფიზიკა 6 25%-ზე მეტი 1 5 556 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
1140118,მედიცინა კვალიფიკაცია: დიპლომირებული მედიკოსი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2027 ქართული ენა ფინანსდება 360 2250 40 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 30%-ზე მეტი 3 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 3 30%-ზე მეტი 4 ბიოლოგია 3 35%-ზე მეტი 1 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 3 35%-ზე მეტი 2 12 ფიზიკა 3 35%-ზე მეტი 2 12 ქიმია 3 35%-ზე მეტი 2 16 557 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
1140119,მშენებლობა კვალიფიკაცია: სამოქალაქო ინჟინერიის ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2026 ქართული ენა ფინანსდება 240 2250 50 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 25%-ზე მეტი 3 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 3 25%-ზე მეტი 2 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 6 20%-ზე მეტი 1 45 ფიზიკა 6 25%-ზე მეტი 1 5 558 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
1140120,ნავთობისა და გაზის ინჟინერია კვალიფიკაცია: ინჟინერიის ბაკალავრი ნავთობისა და გაზის მოპოვების ტექნოლოგიაში აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2025 ქართული ენა ფინანსდება 240 2250 15 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 25%-ზე მეტი 3 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 3 20%-ზე მეტი 2 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 6 20%-ზე მეტი 1 11 ფიზიკა 6 25%-ზე მეტი 1 2 ქიმია 6 25%-ზე მეტი 1 2 559 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
1140121,ჟურნალისტიკა კვალიფიკაცია: ჟურნალისტიკის ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 01-07-2028 ქართული ენა ფინანსდება 240 2250 20 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 30%-ზე მეტი 2 უცხოური ენა (ინგ.) 6 30%-ზე მეტი 1 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 3 20%-ზე მეტი 3 2 ისტორია 3 25%-ზე მეტი 3 12 გეოგრაფია 3 25%-ზე მეტი 3 2 ლიტერატურა 3 25%-ზე მეტი 3 2 სამოქალაქო განათლება 3 25%-ზე მეტი 3 2 560 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
1140122,"რომანული ფილოლოგია (ფრანგული, იტალიური, ესპანური ენები და ლიტერატურა) კვალიფიკაცია: ჰუმანიტარული მეცნიერებების ბაკალავრი რომანულ ფილოლოგიაში აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 13-02-2030 ქართული ენა ფინანსდება 240 2250 5 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 25%-ზე მეტი 2 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 6 25%-ზე მეტი 1 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან ისტორია 3 25%-ზე მეტი 3 4 ლიტერატურა 3 25%-ზე მეტი 3 1 561 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07",,114
1140123,საერთაშორისო ურთიერთობები კვალიფიკაცია: საერთაშორისო ურთიერთობების ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2028 ქართული ენა ფინანსდება 240 2250 55 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 30%-ზე მეტი 3 უცხოური ენა (ინგ.) 3 30%-ზე მეტი 2 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 6 20%-ზე მეტი 1 6 ისტორია 6 35%-ზე მეტი 1 35 გეოგრაფია 6 25%-ზე მეტი 1 8 სამოქალაქო განათლება 6 25%-ზე მეტი 1 6 562 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
1140124,სამართალმცოდნეობა კვალიფიკაცია: სამართლის ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 01-07-2026 ქართული ენა ფინანსდება 240 2250 120 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 30%-ზე მეტი 3 უცხოური ენა (ინგ.) 3 30%-ზე მეტი 2 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 6 20%-ზე მეტი 1 16 ისტორია 6 35%-ზე მეტი 1 88 სამოქალაქო განათლება 6 25%-ზე მეტი 1 16 563 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
1140125,სასურსათო ტექნოლოგია კვალიფიკაცია: სასურსათო ტექნოლოგიის ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2025 ქართული ენა ფინანსდება 240 2250 35 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 25%-ზე მეტი 3 უცხოური ენა (ინგ.; რუს.; გერ.; ფრან.) 3 20%-ზე მეტი 2 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 6 20%-ზე მეტი 1 4 ისტორია 6 25%-ზე მეტი 1 19 ფიზიკა 6 25%-ზე მეტი 1 4 ქიმია 6 25%-ზე მეტი 1 4 ბიოლოგია 6 25%-ზე მეტი 1 4 564 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
1140126,საჯარო მმართველობა (180 კრედიტი) კვალიფიკაცია: საჯარო მმართველობის ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 04-02-2032 ქართული ენა ფინანსდება 180 2250 50 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 30%-ზე მეტი 3 უცხოური ენა (ინგ.) 3 25%-ზე მეტი 2 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 6 20%-ზე მეტი 1 5 ისტორია 6 35%-ზე მეტი 1 30 გეოგრაფია 6 25%-ზე მეტი 1 5 სამოქალაქო განათლება 6 25%-ზე მეტი 1 10 565 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
1140127,სკოლამდელი განათლება კვალიფიკაცია: სკოლამდელი განათლების ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 05-08-2032 ქართული ენა ფინანსდება 240 2250 30 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 5 25%-ზე მეტი 1 უცხოური ენა (ინგ.; რუს.; გერ.; ფრა.) 3 20%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 4 20%-ზე მეტი 2 15 ისტორია 4 25%-ზე მეტი 2 15 566 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
1140128,სლავური ფილოლოგია კვალიფიკაცია: ჰუმანიტარული მეცნიერებების ბაკალავრი სლავურ ფილოლოგიაში აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 13-02-2030 ქართული ენა ფინანსდება 240 2250 5 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 25%-ზე მეტი 2 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 6 25%-ზე მეტი 1 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან ისტორია 3 25%-ზე მეტი 3 4 ლიტერატურა 3 25%-ზე მეტი 3 1 567 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
1140129,სტომატოლოგია კვალიფიკაცია: დიპლომირებული სტომატოლოგი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2027 ქართული ენა ფინანსდება 300 2250 25 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 30%-ზე მეტი 3 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 3 30%-ზე მეტი 4 ბიოლოგია 3 35%-ზე მეტი 1 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 3 30%-ზე მეტი 2 8 ფიზიკა 3 35%-ზე მეტი 2 8 ქიმია 3 35%-ზე მეტი 2 9 568 114 სსიპ - ბათუმის შოთა რუსთაველის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,114
